movieid;cast;director;writer;genres
211;Albert Finney,Greta Scacchi,Matthew Modine,Julian Sands,Michael Gambon;Mike Figgis;Ronald Harwood;Drama
212;Daniel Stern,Jon Polito,Brad Sullivan,Ann Dowd,Anthony Heald;Greg Beeman;;Adventure,Action,Comedy,Crime,Family
213;Nikita Mikhalkov,Oleg Menshikov,Ingeborga Dapkunaite,Vyacheslav Tikhonov,Nadezhda Mikhalkova;Nikita Mikhalkov;;Drama
214;Katrin Cartlidge,Rade Serbedzija,Grégoire Colin,Labina Mitevska,Phyllida Law;Milčo Mančevski;Milčo Mančevski;Drama,War
215;Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,Karl Bruckschwaiger;Richard Linklater;;Drama,Romance
216;Adam Sandler,Darren McGavin,Bridgette Wilson,Bradley Whitford,Josh Mostel;Tamra Davis;;Comedy
217;Alicia Silverstone,Jeremy London,J. T. Walsh,Nicky Katt,Lee Garlington;Guy Ferland;;Drama,Thriller
218;Whoopi Goldberg,Mary-Louise Parker,Drew Barrymore,Matthew McConaughey,James Remar;Herbert Ross;;Comedy,Drama
219;Brad Renfro,Aeryk Egan,Nicky Katt,Diana Scarwid,Annabella Sciorra;Peter Horton;;Drama,Family
220;Jeffrey Combs,Barbara Crampton,Jonathan Fuller,Jessica Dollarhide,Massimo Sarchielli;Stuart Gordon;;Thriller,Drama,Horror,Mystery
222;Chris O'Donnell,Minnie Driver,Geraldine O'Rawe,Saffron Burrows,Alan Cumming;Pat O'Connor;Andrew Davies;Drama,Family,Romance
223;Brian O'Halloran,Jeff Anderson,Jason Mewes,Kevin Smith,Lisa Spoonhauer;Kevin Smith;;Comedy
224;Johnny Depp,Marlon Brando,Faye Dunaway,Géraldine Pailhas,Bob Dishy;Jeremy Leven;;Romance,Drama,Comedy
225;Michael Douglas,Demi Moore,Donald Sutherland,Dylan Baker,Jacqueline Kim;Barry Levinson;;Drama,Thriller,Crime,Mystery,Romance
226;Patsy Kensit,Bruce Greenwood,Andrew McCarthy,Denise Crosby,Armin Shimerman;René Bonnière;Michael Alexander Miller;Thriller
227;Wesley Snipes,Gary Busey,Yancy Butler,Michael Jeter,Corin Nemec;John Badham;Tony Griffin,Guy Manos,Peter Barsocchini;Action,Adventure,Thriller
228;Dylan McDermott,Nancy Travis,James Le Gros,Quentin Tarantino,Jim Belushi;Jack Baran;;Crime,Comedy,Fantasy
229;Sigourney Weaver,Ben Kingsley,Stuart Wilson,Krystia Mova,Jonathan Vega;Roman Polanski;;Drama,Thriller,Mystery
230;Kathy Bates,Jennifer Jason Leigh,Judy Parfitt,Christopher Plummer,John C. Reilly;Taylor Hackford;;Mystery,Drama,Thriller,Crime
231;Jim Carrey,Jeff Daniels,Lauren Holly,Mike Starr,Karen Duffy;Peter Farrelly;;Comedy
232;Sihung Lung,Yu-Wen Wang,Jacklyn Wu ,Yang Kuei-Mei,Winston Chao;Ang Lee;;Comedy,Drama,Romance
233;Bruce Greenwood,Mia Kirshner,Elias Koteas,Don McKellar,Sarah Polley;Atom Egoyan;Atom Egoyan;Drama,Mystery
234;Dana Delany,Paul Mercurio,Rosie O'Donnell,Dan Aykroyd,Héctor Elizondo;Garry Marshall;;Comedy
235;Johnny Depp,Martin Landau,Sarah Jessica Parker,Patricia Arquette,Jeffrey Jones;Tim Burton;;Comedy,Drama,History
236;Meg Ryan,Kevin Kline,Timothy Hutton,Jean Reno,Adam Brooks;Lawrence Kasdan;;Comedy,Romance
237;Billy Crystal,Debra Winger,Joe Mantegna,Cynthia Stevenson,Richard Masur;Billy Crystal;;Comedy,Drama,Romance
238;Mimi Rogers,Jesse Bradford,Bruce Davison,Tom Bower,Joel Palmer;Phillip Borsos;Phillip Borsos;Action,Adventure,Drama,Family
239;Bill Farmer,Jason Marsden,Rob Paulsen,Jim Cummings,Kellie Martin;Kevin Lima,Paul Brizzi;;Romance,Animation,Family,Comedy,Adventure
240;Jeff Goldblum,Christine Lahti,Alicia Silverstone,Jeremy Sisto,Alfred Molina;Brett Leonard;;Drama,Thriller
241;Samuel L. Jackson,Matthew Modine,Nancy Travis,Eric Stoltz,Max Pomeranc;Carlo Carlei;;Fantasy,Drama,Family
242;Stefano Dionisi,Enrico Lo Verso,Elsa Zylberstein,Jeroen Krabbé,Caroline Cellier;Gérard Corbiau;;History,Drama
243;Ted Manson,Afemo Omilami;Mark Lewis;;Drama,Family,Fantasy
244;;Art Clokey;;Fantasy,Animation,Sci-Fi,Family
245;Ice Cube,Lori Petty,Erich Anderson,Richard Anderson,Thomas Babson;Charles Burnett;Charles Burnett;Drama,Action,Thriller,Crime
246;William Gates,Arthur Agee,Steve James;Steve James;Steve James,Frederick Marx;Documentary
247;Melanie Lynskey,Kate Winslet,Sarah Peirse,Simon O'Connor,Diana Kent;Peter Jackson;;Drama,Fantasy
248;Sinbad,Phil Hartman,Jeffrey Jones,Kim Greist,Mason Adams;Randall Miller;;Comedy,Family
249;Gary Oldman,Jeroen Krabbé,Isabella Rossellini,Johanna ter Steege,Marco Hofschneider;Bernard Rose;Bernard Rose;Drama,Music,Romance
250;Ben Stiller,Aaron Schwartz,Kenan Thompson,Jerry Stiller,Anne Meara;Steven Brill;;Comedy,Family,Drama
251;Christopher Lambert,John Lone,Joan Chen,Yoshio Harada,Yoko Shimada;J. F. Lawton;J. F. Lawton;Action,Thriller
252;Tim Robbins,Meg Ryan,Walter Matthau,Lou Jacobi,Stephen Fry;Fred Schepisi;;Comedy,Drama,Romance
253;Brad Pitt,Tom Cruise,Kirsten Dunst,Antonio Banderas,Christian Slater;Neil Jordan;;Horror,Romance
254;Nick Nolte,Greta Scacchi,Thandie Newton,Gwyneth Paltrow,Jean-Pierre Aumont;James Ivory;Ruth Prawer Jhabvala;Drama,Romance
255;John G. Brennan,Kamal Ahmed,Alan Arkin,William Hickey,Vincent Pastore;James Melkonian;;Comedy,Crime
256;Arnold Schwarzenegger,Danny DeVito,Emma Thompson,Frank Langella,Pamela Reed;Ivan Reitman;;Comedy,Romance,Sci-Fi
257;Sean Connery,Laurence Fishburne,Blair Underwood,Kate Capshaw,Ruby Dee;Arne Glimcher;;Action,Drama,Mystery,Thriller
258;Thomas Ian Nicholas,Joss Ackland,Art Malik,Daniel Craig,Kate Winslet;Michael Gottlieb;;Adventure,Fantasy,Comedy,Sci-Fi,Family
259;David Caruso,Samuel L. Jackson,Nicolas Cage,Helen Hunt,Kathryn Erbe;Barbet Schroeder;;Action,Crime,Drama,Thriller
260;Mark Hamill,Harrison Ford,Carrie Fisher,Peter Cushing,Alec Guinness;George Lucas;George Lucas;Adventure,Action,Sci-Fi
261;Winona Ryder,Gabriel Byrne,Trini Alvarado,Samantha Mathis,Kirsten Dunst;Gillian Armstrong;;Drama,Romance
262;Liesel Matthews,Eleanor Bron,Liam Cunningham,Rusty Schwimmer,Vanessa Lee Chester;Alfonso Cuarón;;Drama,Family,Fantasy
263;Crissy Rock,Vladimir Vega,Sandie Lavelle,Mauricio Venegas,Ray Winstone;Ken Loach;Rona Munro;Drama
264;Emmanuelle Béart,François Cluzet,Nathalie Cardone,André Wilms,Marc Lavoine;Claude Chabrol;Claude Chabrol,Henri-Georges Clouzot;Crime,Drama
265;Marco Leonardi,Lumi Cavazos,Regina Torné,Ada Carrasco,Mario Iván Martínez;Alfonso Aráu;;Drama,Romance
266;Brad Pitt,Anthony Hopkins,Aidan Quinn,Julia Ormond,Henry Thomas;Edward Zwick;;Drama,Western,War,Romance
267;Damon Wayans,Orlando Brown,Michael Ironside,Joseph Blaire,Peyton Chesson-Fohl;Nick Castle;;Comedy,Family
268;Edward Furlong,Tim Roth,Moira Kelly,Vanessa Redgrave,Paul Guilfoyle;James Gray;;Drama,Action
269;Angel Aviles,Seidy López,Jacob Vargas,Salma Hayek,Danny Trejo;Allison Anders;Allison Anders;Drama
270;Warren Beatty,Annette Bening,Katharine Hepburn,Garry Shandling,Chloe Webb;Glenn Gordon Caron;;Drama,Romance
271;Jessica Lange,Halle Berry,David Strathairn,Samuel L. Jackson,Cuba Gooding Jr.;Stephen Gyllenhaal;;Drama
272;Nigel Hawthorne,Helen Mirren,Ian Holm,Rupert Graves,Amanda Donohoe;Nicholas Hytner;;Comedy,Drama,History
273;Robert De Niro,Kenneth Branagh,Tom Hulce,Helena Bonham Carter,Aidan Quinn;Kenneth Branagh;;Drama,Horror,Sci-Fi,Romance
274;Farrah Fawcett,Chevy Chase,Jonathan Taylor Thomas,George Wendt,David Shiner;James Orr;;Action,Comedy,Family
275;Steve Martin,Madeline Kahn,Robert Klein,Anthony LaPaglia,Juliette Lewis;Nora Ephron;;Comedy,Drama,Romance
276;Melanie Griffith,Ed Harris,Michael Patrick Carter,Malcolm McDowell,Anne Heche;Richard Benjamin;;Comedy,Romance
277;Richard Attenborough,Elizabeth Perkins,Dylan McDermott,J. T. Walsh,James Remar;Les Mayfield;;Fantasy,Drama,Family
278;Sarah Jessica Parker,Antonio Banderas,Mia Farrow,Gil Bellows,Kevin Pollak;David Frankel;David Frankel;Comedy,Romance
279;Edward James Olmos,Rafael Cortés,Esai Morales,Jacob Vargas,Jennifer Lopez;Gregory Nava;Gregory Nava;Comedy,Drama
280;Christian Slater,Kevin Bacon,Gary Oldman,Embeth Davidtz,William H. Macy;Marc Rocco;;Crime,Drama
281;Paul Newman,Bruce Willis,Melanie Griffith,Jessica Tandy,Dylan Walsh;Robert Benton;;Drama,Comedy
282;Jodie Foster,Liam Neeson,Natasha Richardson,Richard Libertini,Robin Mullins;Michael Apted;;Drama,Thriller
283;Sharron Corley,Donald Faison,Christine Baranski,Gabriel Casseus,Heavy D;Nick Gomez;Michel Marriott,Nick Gomez;Crime,Drama
284;Toru Nakamura,Chad McQueen,Mira Sorvino,Conan Lee;Tōru Murakawa;Hiroshi Kashiwabara;Action,Thriller,Crime,Drama
285;Elizabeth Hurley,Craig Fairbrass,Keith Allen,Jesse Birdsall,Craig Kelly;Vadim Jean;Rob Walker,Vadim Jean;Horror
286;Sue Price,Chad Stahelski,Tina Cote,Earl White,Jahi J.J. Zuri;Albert Pyun;Albert Pyun;Sci-Fi,Action,Thriller
287;Laura San Giacomo,Michael O'Keefe,Paul Rhys,Cristi Conaway,Fisher Stevens;Alan Jacobs;Alan Jacobs;Drama,Romance
288;Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore;Oliver Stone;;Crime,Thriller,Drama
289;Marisa Tomei,Robert Downey Jr.,Bonnie Hunt,Joaquim de Almeida,Fisher Stevens;Norman Jewison;;Comedy,Drama,Romance
290;Rena Owen,Temuera Morrison,Mamaengaroa Kerr-Bell,Julian Arahanga,Taungaroa Emile;Lee Tamahori;;Drama
291;Alyssa Milano,Johnathon Schaech,Xander Berkeley,Belinda Bauer,Camilla Belle;Anne Goursaud;;Drama,Thriller,Romance
292;Dustin Hoffman,Rene Russo,Morgan Freeman,Kevin Spacey,Cuba Gooding Jr.;Wolfgang Petersen;;Action,Drama,Sci-Fi,Thriller
293;Jean Reno,Natalie Portman,Gary Oldman,Danny Aiello,Peter Appel;Luc Besson;;Thriller,Crime,Drama
294;Marisa Tomei,Alfred Molina,Anjelica Huston,Chazz Palminteri,Trini Alvarado;Mira Nair;;Comedy,Drama,Romance
295;William Baldwin,John Leguizamo,Erika Eleniak,Michael Lerner,Armin Mueller-Stahl;Joshua Brand;;Comedy,Drama,Romance
296;John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis,Ving Rhames;Quentin Tarantino;;Thriller,Crime
297;Kadeem Hardison,Bokeem Woodbine,Courtney B. Vance,Angela Bassett,Marcus Chong;Mario Van Peebles;Melvin Van Peebles;Drama
298;Sihung Lung,Wang Lai,Bo Z. Wang,Deb Snyder,Fanny De Luz;Ang Lee;James Schamus,Ang Lee;Comedy,Drama
299;Linus Roache,Tom Wilkinson,Robert Carlyle,Cathy Tyson,Christine Tremarco;Antonia Bird;Jimmy McGovern;Drama,Romance
300;John Turturro,Rob Morrow,Ralph Fiennes,Paul Scofield,David Paymer;Robert Redford;;History,Drama
301;Youki Kudoh,Akira Takayama,Tamlyn Tomita,Cary-Hiroyuki Tagawa,Toshirō Mifune;Kayo Hatta;;Drama,History
302;Isabelle Adjani,Daniel Auteuil,Jean-Hugues Anglade,Vincent Pérez,Virna Lisi;Patrice Chéreau;;Drama,History
303;Sharon Stone,Gene Hackman,Russell Crowe,Leonardo DiCaprio,Tobin Bell;Sam Raimi;;Action,Adventure,Drama,Thriller,Western
304;Peter Falk,D. B. Sweeney,Julianne Moore,Ellen Burstyn,Jan Rubes;Peter Yates;;Drama,Comedy
305;Marcello Mastroianni,Sophia Loren,Jean-Pierre Cassel,Chiara Mastroianni,Kim Basinger;Robert Altman;;Drama,Comedy
306;Irène Jacob,Jean-Louis Trintignant,Jean-Pierre Lorit,Frédérique Feder,Samuel Le Bihan;Krzysztof Kieślowski;;Drama,Mystery,Romance
307;Juliette Binoche,Benoît Régent,Florence Pernel,Charlotte Véry,Hélène Vincent;Krzysztof Kieślowski;;Drama,Music,Mystery
308;Zbigniew Zamachowski,Julie Delpy,Janusz Gajos,Jerzy Stuhr,Aleksander Bardini;Krzysztof Kieślowski;;Comedy,Drama,Mystery
309;Ning Jing,Wu Gang;Ping He;;Drama
310;Leslie Nielsen,Christopher Lloyd,Matt McCoy,Sherry Miller,Amos Crawley;Fred Gerber;Paul Bernbaum;Comedy,Family,TV Movie
311;Darlanne Fluegel,James Brolin,Martin Neufeld,Denise Crosby,M. Emmet Walsh;George Mihalka;;Drama,Thriller
312;Al Franken,Laura San Giacomo,Vincent D'Onofrio,Shirley Knight,Harris Yulin;Harold Ramis;;Comedy,Drama
313;Michelle Nicastro,Jack Palance,Howard McGillin,John Cleese,Steven Wright;Richard Rich;;Animation,Comedy,Family,Fantasy
314;Jeni Courtney,Eileen Colgan,Mick Lally,John Lynch;John Sayles;;Drama,Family,Fantasy
315;Sylvester Stallone,Sharon Stone,James Woods,Rod Steiger,Eric Roberts;Luis Llosa;;Action,Thriller
316;Kurt Russell,James Spader,Leon Rippy,French Stewart,John Diehl;Roland Emmerich;;Action,Adventure,Sci-Fi
317;Tim Allen,Judge Reinhold,Wendy Crewson,David Krumholtz,Peter Boyle;John Pasquin;;Fantasy,Drama,Comedy,Family
318;Tim Robbins,Morgan Freeman,Bob Gunton,William Sadler,Clancy Brown;Frank Darabont;Frank Darabont;Drama,Crime
319;Kerry Fox,Christopher Eccleston,Ewan McGregor,Ken Stott,Keith Allen;Danny Boyle;;Crime,Thriller
320;Dennis Haysbert,Michael Harris,Mel Harris,Dina Merrill,Sab Shimono;Scott McGehee,David Siegel;Scott McGehee,David Siegel;Drama,Thriller
321;Jorge Perugorría,Vladimir Cruz,Mirta Ibarra,Francisco Gattorno;Tomás Gutiérrez Alea,Juan Carlos Tabío;;Comedy,Drama
322;Kevin Spacey,Frank Whaley,Michelle Forbes,Benicio del Toro,T.E. Russell;George Huang;George Huang;Crime,Comedy
324;Jack Thompson,John Polson,Deborah Kennedy,Joss Moroney,Mitch Mathews;Kevin Dowling,Geoff Burton;;Comedy,Drama,Romance
325;Matt Frewer,Valerie Mahaffey,Lawrence Dane,Tommy Chong,Jeremy Renner;Kelly Makin;Roger Kumble,I. Marlene King;Comedy
326;Ge You,Gong Li,Niu Ben,Jiang Wu,Deng Fei;Zhang Yimou;;Drama,Romance,War
327;Lori Petty,Ice-T,Naomi Watts,Malcolm McDowell,Iggy Pop;Rachel Talalay;;Action,Fantasy,Comedy,Sci-Fi
328;Billy Zane,William Sadler,Jada Pinkett Smith,Brenda Bakke,CCH Pounder;Ernest R. Dickerson;Ethan Reiff,Cyrus Voris,Mark Bishop;Horror,Comedy,Thriller
329;Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn;David Carson;;Sci-Fi,Action,Adventure,Thriller
330;Clarence Williams III,Corbin Bernsen,David Alan Grier,Wings Hauser,Duane Whitaker;Rusty Cundieff;Rusty Cundieff,Darin Scott;Horror,Thriller
331;Willem Dafoe,Miranda Richardson,Rosemary Harris,Tim Dutton;Brian Gilbert;Michael Hastings,Adrian Hodges;Drama,Romance
332;Christopher Reeve,Kirstie Alley,Linda Kozlowski,Michael Paré,Meredith Salenger;John Carpenter;;Thriller,Horror,Sci-Fi
333;Chris Farley,David Spade,Brian Dennehy,Bo Derek,Julie Warner;Peter Segal;Terry Turner;Comedy
334;Phoebe Brand,Lynn Cohen,George Gaynes,Jerry Mayer,Julianne Moore;Louis Malle;;Drama,Romance
335;Peter Gallagher,Alison Elliott,William Fichtner,Adam Trese,Joe Don Baker;Steven Soderbergh;;Thriller,Crime
336;Allen Payne,Eddie Griffin,Joe Morton,Vonte Sweet,Roger Floyd;Preston A. Whitmore II;Preston A. Whitmore II;Drama,War
337;Johnny Depp,Leonardo DiCaprio,Juliette Lewis,Darlene Cates,Mary Steenburgen;Lasse Hallström;;Romance,Drama
338;Denzel Washington,Russell Crowe,Kelly Lynch,William Forsythe,Stephen Spinella;Brett Leonard;;Action,Crime,Sci-Fi,Thriller
339;Sandra Bullock,Bill Pullman,Peter Gallagher,Peter Boyle,Jack Warden;Jon Turteltaub;;Comedy,Drama,Romance
340;Elijah Wood,Kevin Costner,Mare Winningham,Lexi Randall,LaToya Chisholm;Jon Avnet;Kathy McWorter;Drama
341;Sandra Oh,Stephen Chang,Alannah Ong,Donald Fong,Frances You;Mina Shum;Mina Shum;Comedy,Romance
342;Toni Collette,Bill Hunter,Rachel Griffiths,Sophie Lee,Roz Hammond;P.J. Hogan;P.J. Hogan;Drama,Comedy,Romance
343;Schuyler Fisk,Bre Blair,Rachael Leigh Cook,Larisa Oleynik,Zelda Harris;Melanie Mayron;;Comedy,Drama,Family
344;Jim Carrey,Sean Young,Courteney Cox,Tone Loc,Dan Marino;Tom Shadyac;;Comedy,Mystery
345;Terence Stamp,Hugo Weaving,Guy Pearce,Bill Hunter,Sarah Chadwick;Stephan Elliott;;Drama,Comedy
346;Stephen Dorff,Ian Hart,Gary Bakewell,Chris O'Neill,Paul Duckworth;Iain Softley;;Drama,Music
347;Hugh Grant,Kristin Scott Thomas,Emmanuelle Seigner,Peter Coyote,Victor Banerjee;Roman Polanski;;Thriller,Drama,Romance
348;John Cusack,Dianne Wiest,Jennifer Tilly,Chazz Palminteri,Mary-Louise Parker;Woody Allen;;Action,Comedy,Thriller
349;Harrison Ford,Willem Dafoe,Anne Archer,Joaquim de Almeida,Henry Czerny;Phillip Noyce;;Action,Drama,Thriller
350;Susan Sarandon,Tommy Lee Jones,Mary-Louise Parker,Anthony LaPaglia,Bradley Whitford;Joel Schumacher;;Drama,Thriller,Crime,Mystery
351;Whoopi Goldberg,Ray Liotta,Tina Majorino,Joan Cusack,Larry Miller;Jessie Nelson;;Comedy,Drama,Family,Romance
352;Alfre Woodard,Delroy Lindo,David Patrick Kelly,Zelda Harris,Carlton Williams;Spike Lee;Joie Lee,Cinqué Lee;Comedy,Drama
353;Brandon Lee,Rochelle Davis,Ernie Hudson,Michael Wincott,Bai Ling;Alex Proyas;;Fantasy,Action,Thriller
354;Tommy Lee Jones,Robert Wuhl,Lolita Davidovich,Ned Bellamy;Ron Shelton;Ron Shelton;Drama
355;John Goodman,Elizabeth Perkins,Rick Moranis,Rosie O'Donnell,Kyle MacLachlan;Brian Levant;;Fantasy,Comedy,Family
356;Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson,Sally Field;Robert Zemeckis;;Comedy,Drama,Romance
357;Hugh Grant,Andie MacDowell,James Fleet,Simon Callow,John Hannah;Mike Newell;;Comedy,Drama,Romance
358;Omar Epps,Kristy Swanson,Michael Rapaport,Jennifer Connelly,Ice Cube;John Singleton;John Singleton;Romance,Drama,Crime
359;Lauren Vélez,Jon Seda,Tomas Melly,Desiree Casado,Isaiah Garcia;Darnell Martin;Darnell Martin;Comedy,Drama,Romance
360;Nick Nolte,Saul Rubinek,James Rebhorn,Julia Roberts,Robert Loggia;Charles Shyer;;Action,Comedy,Romance
361;Nicolas Cage,Bridget Fonda,Rosie Perez,Wendell Pierce,Isaac Hayes;Andrew Bergman;;Comedy,Drama,Romance
362;Jason Scott Lee,Cary Elwes,Lena Headey,Sam Neill,John Cleese;Stephen Sommers;;Adventure,Drama,Family
363;Leni Riefenstahl,Marlene Dietrich,Walter Frentz,Horst Kettner,Ray Müller;Ray Müller;Ray Müller;Documentary,Foreign
364;Jonathan Taylor Thomas,Matthew Broderick,James Earl Jones,Jeremy Irons,Moira Kelly;Roger Allers,Rob Minkoff;;Family,Animation,Drama
365;Keanu Reeves,Bridget Fonda,Chris Isaak,Ruocheng Ying,Alex Wiesendanger;Bernardo Bertolucci;;Drama,History
366;Heather Langenkamp,Robert Englund,Miko Hughes,Wes Craven,David Newsom;Wes Craven;;Horror,Thriller,Mystery,Fantasy
367;Jim Carrey,Cameron Diaz,Nancy Fish,Tim Bagley,Johnny Williams;Chuck Russell;;Romance,Comedy,Crime,Fantasy
368;Mel Gibson,Jodie Foster,James Garner,Graham Greene,Alfred Molina;Richard Donner;;Action,Adventure,Comedy,Drama,Western
369;Jennifer Jason Leigh,Campbell Scott,Matthew Broderick,Gwyneth Paltrow,Jennifer Beals;Alan Rudolph;Alan Rudolph,Randy Sue Coburn;Drama
370;Leslie Nielsen,Priscilla Presley,George Kennedy,O.J. Simpson,Fred Ward;Peter Segal;Pat Proft,David Zucker,Robert LoCash;Comedy,Action,Crime
371;Michael Keaton,Robert Duvall,Glenn Close,Marisa Tomei,Randy Quaid;Ron Howard;;Comedy,Drama
372;Winona Ryder,Ethan Hawke,Ben Stiller,Janeane Garofalo,Steve Zahn;Ben Stiller;;Drama
373;Nicolas Cage,Dennis Hopper,Lara Flynn Boyle,J. T. Walsh,Timothy Carhart;John Dahl;;Crime,Drama,Thriller
374;Macaulay Culkin,John Larroquette,Edward Herrmann,Christine Ebersole,Michael Maccarone;Donald Petrie;;Comedy,Family
375;Susan Sarandon,Nick Stahl,Sam Shepard,Marcia Gay Harden,Robert Sean Leonard;Robert Allan Ackerman;;Drama
376;Meryl Streep,David Strathairn,Joseph Mazzello,Kevin Bacon,John C. Reilly;Curtis Hanson;;Adventure,Action,Thriller,Crime
377;Keanu Reeves,Sandra Bullock,Dennis Hopper,Jeff Daniels,Joe Morton;Jan de Bont;;Action,Adventure,Crime,Thriller
378;Michael Keaton,Geena Davis,Christopher Reeve,Bonnie Bedelia,Ernie Hudson;Ron Underwood;;Comedy,Romance
379;Jean-Claude Van Damme,Mia Sara,Ron Silver,Bruce McGill,Gloria Reuben;Peter Hyams;;Thriller,Sci-Fi,Action,Crime
380;Arnold Schwarzenegger,Jamie Lee Curtis,Tom Arnold,Bill Paxton,Tia Carrere;James Cameron;;Action,Thriller
381;Andy García,Meg Ryan,Ellen Burstyn,Tina Majorino,Philip Seymour Hoffman;Luis Mandoki;;Drama,Romance
382;Jack Nicholson,Christopher Plummer,James Spader,Michelle Pfeiffer,Kate Nelligan;Mike Nichols;;Fantasy
383;Kevin Costner,Dennis Quaid,Gene Hackman,David Andrews,Linden Ashby;Lawrence Kasdan;;Drama,Action,Western
384;Laurence Fishburne,Ellen Barkin,Frank Langella,Michael Beach,David Ogden Stiers;Damian Harris;Ross Thomas;Action,Crime,Romance,Thriller
385;Albert Finney,Brenda Fricker,Michael Gambon,Tara Fitzgerald,Rufus Sewell;Suri Krishnamma;;Comedy,Drama
386;Stephen Dorff,Reese Witherspoon,Jake Busey,Joey Lauren Adams,Pamela Gidley;Jefery Levy;;Comedy,Drama
387;Keenen Ivory Wayans,Charles S. Dutton,Jada Pinkett Smith,Salli Richardson-Whitfield,Andrew Divoff;Keenen Ivory Wayans;Keenen Ivory Wayans;Action,Comedy,Crime
388;James Andrews,Mary Beth Aylesworth,Mike Barbour,Steve Bilich,Wendy Brokaw;Raoul O'Connell,Robert Lee King,Brian Sloan;Robert Lee King,Brian Sloan,Raoul O'Connell;Drama
389;Gérard Depardieu,Fanny Ardant,Fabrice Luchini,André Dussollier,Eric Elmosnino;Yves Angelo;;Drama
390;Tura Satana,Haji,Lori Williams,Sue Bernard,Stuart Lancaster;Russ Meyer;;Action,Crime
391;Allen Payne,Jada Pinkett Smith,Bokeem Woodbine,Eddie Griffin,Suzzanne Douglas;Doug McHenry;;Crime,Drama,Romance
392;Nick Upton,Deborah Collard,Frank Passingham;Dave Borthwick;Dave Borthwick;Animation,Sci-Fi
393;Jean-Claude Van Damme,Raúl Juliá,Ming-Na Wen,Damian Chapa,Kylie Minogue;Steven E. de Souza;;Action,Adventure,Thriller
394;Jason Priestley,Peter Riegert,Kimberly Williams-Paisley,Janeane Garofalo,Robert Loggia;Wallace Wolodarsky;;Action,Comedy
395;Michael A. Nickles,Adam Ant,Heather Graham,Jessica Hamilton,Jack Kehler;Michael A. Nickles;Michael A. Nickles;
396;Steve Alden,David Arquette,Stephen Baldwin,Mickey Rourke,Sheryl Lee;Paul Warner;;Action,Adventure,Crime,Drama,Thriller
397;Eddie Bowz,Heather Medway,Ann Turkel,Vince Edwards,Darin Heames;Vincent Robert;Ron Ford;Horror,Thriller
398;;Theodore Thomas;;Documentary,Family
399;Erika Eleniak,William McNamara,Michael Lerner,Bud Cort,Ed Lauter;Lucas Platt;;Romance,Adventure,Crime,Drama
400;Blythe Danner,Frank Whaley,Sheryl Lee,Danny Nucci,Bruce Davison;Ross Kagan Marks;;Thriller,Drama
401;Edward James Olmos,Sean Young,James Andronica,Tony King;Paul Williams;;Action,Thriller
402;Robert Wuhl,Tom Selleck,Joe Piscopo,Dina Merrill,Catherine Kellner;Robert Wuhl;;Comedy
403;Damián Alcázar,Pedro Armendáriz Jr.,Dolores Heredia,José Carlos Ruiz;Roberto Sneider;;
404;Roscoe Lee Browne;Jefri Aalmuhammed,Jack Baxter;;Documentary
405;Christopher Lambert,Mario Van Peebles,Deborah Kara Unger,Mako,Martin Neufeld;Andrew Morahan;;Action,Fantasy,Sci-Fi
406;Nicholas Turturro,Anthony DeSando,Libby Langdon;Michael Corrente;;
407;Sam Neill,Julie Carmen,Jürgen Prochnow,David Warner,Peter Jason;John Carpenter;;Mystery,Horror,Thriller
408;Luke Perry,Stephen Baldwin,Cynthia Geary,James Rebhorn,Carrie Snodgress;John G. Avildsen;Monte Merrick;Drama,Romance
